"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","jitterX","jitterY","start","version","parA"
"true","fullscreen","0","4014","0.0-0.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4116","0.0-1.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","html-button-response","2","5736","0.0-2.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","1620","Please Make Sure Your Audio Is On.","0","","","","","","","","","","","",""
"","psychophysics","3","11018","0.0-3.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5276",""," ","key"," ","16.666958990536276","1280","250","","","","","","",""
"","psychophysics","4","14747","0.0-4.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3726",""," ","key"," ","16.66669955156951","500","250","inst","","","","","",""
"","psychophysics","5","20353","0.0-5.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5604",""," ","key"," ","16.66672537313433","500","250","sample0","","","","","",""
"","psychophysics","6","23308","0.0-6.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","2952",""," ","key"," ","16.666255681818196","500","250","sample1","","","","","",""
"","psychophysics","7","35915","0.0-7.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","12605",""," ","key"," ","16.666678571428573","500","250","sample2","100","","","","",""
"","psychophysics","8","43206","0.0-8.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7289",""," ","key"," ","16.6666628440367","500","250","sample3","100","","","","",""
"","psychophysics","9","55253","0.0-9.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","12045",""," ","key"," ","16.666656509695294","500","250","sample4","100","","","","",""
"","psychophysics","10","60378","0.0-10.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5123",""," ","key"," ","16.66690522875816","500","250","sample5","","","","","",""
"","psychophysics","11","68777","0.0-11.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","8396",""," ","key"," ","16.666524850894636","500","250","sample6","500","","","","",""
"","psychophysics","12","76375","0.0-12.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7594",""," ","key"," ","16.666837362637345","500","250","inst","","","","","",""
"","psychophysics","13","82354","0.0-13.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5977",""," ","key"," ","16.66648044692739","500","250","inst","","","","","",""
"","psychophysics","14","86528","0.0-14.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4172",""," ","key"," ","16.66664658634536","500","250","inst","","","","","",""
"","psychophysics","15","89682","0.0-15.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3152",""," ","key"," ","16.666994708994736","500","250","inst","","","","","",""
"","psychophysics","16","92290","0.0-16.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","2606",""," ","key"," ","16.666232258064536","500","250","inst","","","","","",""
"","psychophysics","17","95832","0.0-17.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3540",""," ","key"," ","16.666735849056597","500","250","instZol0","0","0","0","0","",""
"","psychophysics","18","112257","0.0-18.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","16423",""," ","key"," ","16.66674288617886","500","250","instZol1","2.7755575615628914e-17","0","0","-1.3","",""
"","psychophysics","19","124718","0.0-19.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","12458",""," ","key"," ","16.666829986613124","500","250","instZol2","0.10000000000000064","0","0","2","1",""
"","psychophysics","20","128637","0.0-20.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3917",""," ","key"," ","16.666525641025657","500","250","inst","","","","","",""
"","psychophysics","21","136641","0.0-21.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.6666701461378","500","250","zol","0.48","5","16","-0.58","1",""
"","psychophysics","22","136774","0.0-22.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","130",""," ","key"," ","16.673714285712258","500","250","zol","0.39","1","1","-0.39","1",""
"","psychophysics","23","144083","0.0-23.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7306",""," ","key"," ","16.666458904109554","500","250","zol","0.47","14","29","-0.57","1",""
"","psychophysics","24","150128","0.0-24.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6042",""," ","key"," ","16.66669806094187","500","250","zol","0.14","-5","9","0.06","1",""
"","psychophysics","25","155345","0.0-25.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5212",""," ","key"," ","16.666503205128183","500","250","zol","0.20000000000000004","19","-29","-0.4","1",""
"","psychophysics","26","162783","0.0-26.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7435",""," ","key"," ","16.666656950672643","500","250","zol","0.13999999999999996","-17","-1","-0.44","1",""
"","psychophysics","27","168091","0.0-27.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5306",""," ","key"," ","16.666678233438486","500","250","zol","0.10999999999999999","-13","12","0.39","1",""
"","psychophysics","28","176094","0.0-28.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.66667432150313","500","250","zol","1.0599999999999998","-28","8","0.44","1",""
"","psychophysics","29","182452","0.0-29.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6356",""," ","key"," ","16.66671916010496","500","250","zol","0.29000000000000004","-25","-12","-0.59","1",""
"","psychophysics","30","185678","0.0-30.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3223",""," ","key"," ","16.66671354166677","500","250","zol","-0.17","12","0","0.57","1",""
"","psychophysics","31","190949","0.0-31.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5267",""," ","key"," ","16.666525316455704","500","250","zol","-0.21000000000000005","10","2","0.61","1",""
"","psychophysics","32","196736","0.0-32.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5783",""," ","key"," ","16.666569364161855","500","250","zol","0.3400000000000001","-27","2","0.16","1",""
"","psychophysics","33","202491","0.0-33.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5753",""," ","key"," ","16.66689534883716","500","250","zol","-0.04999999999999996","-15","15","0.45","1",""
"","psychophysics","34","207217","0.0-34.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4723",""," ","key"," ","16.666593639575897","500","250","zol","0.26","-9","-1","0.24","1",""
"","psychophysics","35","215220","0.0-35.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666716075156554","500","250","zol","0.22000000000000006","8","-10","-0.42","1",""
"","psychophysics","36","217091","0.0-36.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","1869",""," ","key"," ","16.66632432432432","500","250","inst","","","","","",""
"","psychophysics","37","220394","0.0-37.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3302",""," ","key"," ","16.666634517766447","500","250","instBr0","NaN","0","0","0","","300"
"","psychophysics","38","226257","0.0-38.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5859",""," ","key"," ","16.666874643874657","500","250","instBr1","NaN","0","0","-40","","300"
"","psychophysics","39","239313","0.0-39.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","13055",""," ","key"," ","16.66676628352488","500","250","instBr","29","0","0","40","2","300"
"","psychophysics","40","240166","0.0-40.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","851",""," ","key"," ","16.665999999999766","500","250","inst","","","","","",""
"","psychophysics","41","245247","0.0-41.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5078",""," ","key"," ","16.666648026315766","500","250","br","26","27","-21","43","2","262"
"","psychophysics","42","250899","0.0-42.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5650",""," ","key"," ","16.666650887573905","500","250","br","18","-30","1","-3","2","270"
"","psychophysics","43","258166","0.0-43.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7265",""," ","key"," ","16.66659080459771","500","250","br","23","9","21","41","2","268"
"","psychophysics","44","265354","0.0-44.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7186",""," ","key"," ","16.666590697674398","500","250","br","20","8","-25","-43","2","295"
"","psychophysics","45","269416","0.0-45.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4060",""," ","key"," ","16.666617283950668","500","250","br","20","-13","23","3","2","229"
"","psychophysics","46","275350","0.0-46.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5932",""," ","key"," ","16.666676056337984","500","250","br","12","-23","17","-22","2","243"
"","psychophysics","47","279801","0.0-47.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4448",""," ","key"," ","16.666665413533774","500","250","br","15","24","11","-3","2","224"
"","psychophysics","48","284705","0.0-48.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4903",""," ","key"," ","16.666730375426468","500","250","br","21","14","29","13","2","269"
"","psychophysics","49","288472","0.0-49.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3764",""," ","key"," ","16.666684444444513","500","250","br","22","-14","23","22","2","214"
"","psychophysics","50","295074","0.0-50.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6600",""," ","key"," ","16.66663037974688","500","250","br","17","-18","-1","-7","2","284"
"","psychophysics","51","303075","0.0-51.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666594989561585","500","250","br","15","9","9","-21","2","268"
"","psychophysics","52","307560","0.0-52.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4483",""," ","key"," ","16.66695895522408","500","250","br","14","6","9","-22","2","265"
"","psychophysics","53","313273","0.0-53.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5709",""," ","key"," ","16.666453216374343","500","250","br","15","-26","-2","-3","2","242"
"","psychophysics","54","318399","0.0-54.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5124",""," ","key"," ","16.666622149837103","500","250","br","26","12","-22","29","2","293"
"","psychophysics","55","325460","0.0-55.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7059",""," ","key"," ","16.666613744075935","500","250","br","24","28","-18","37","2","267"
"","psychophysics","56","326715","0.0-56.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","1253",""," ","key"," ","16.66659999999994","500","250","inst","","","","","",""
"","psychophysics","57","329002","0.0-57.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","2285",""," ","key"," ","16.66598529411781","500","250","instEB0","40","0","0","40","","40"
"","psychophysics","58","336853","0.0-58.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7849",""," ","key"," ","16.666831914893663","500","250","instEB1","69","0","0","30","1","70"
"","psychophysics","59","345861","0.0-59.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","9007",""," ","key"," ","16.666636363636435","500","250","instEB2","43","0","0","60","1","40"
"","psychophysics","60","356144","0.0-60.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","10280",""," ","key"," ","16.666730519480527","500","250","instEB3","65","0","0","45","1","65"
"","psychophysics","61","369686","0.0-61.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","13538",""," ","key"," ","16.66668842364528","500","250","instEB4","44","0","0","40","1","40"
"","psychophysics","62","370541","0.0-62.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","854",""," ","key"," ","16.667939999999945","500","250","inst","","","","","",""
"","psychophysics","63","377117","0.0-63.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6573",""," ","key"," ","16.66684010152281","500","250","eb","34","0","0","45","1","26"
"","psychophysics","64","382563","0.0-64.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5443",""," ","key"," ","16.666475460122722","500","250","eb","30","0","0","35","1","24"
"","psychophysics","65","390566","0.0-65.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666718162839263","500","250","eb","49","0","0","44","1","46"
"","psychophysics","66","392185","0.0-66.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","1617",""," ","key"," ","16.667124999999942","500","250","eb","48","0","0","48","1","43"
"","psychophysics","67","397758","0.0-67.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5571",""," ","key"," ","16.66663963963958","500","250","eb","47","0","0","42","1","46"
"","psychophysics","68","402842","0.0-68.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5082",""," ","key"," ","16.66681907894733","500","250","eb","40","0","0","40","1","35"
"","psychophysics","69","408842","0.0-69.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5998",""," ","key"," ","16.66670194986078","500","250","eb","56","0","0","40","1","52"
"","psychophysics","70","412845","0.0-70.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4001",""," ","key"," ","16.666422594142357","500","250","eb","46","0","0","50","1","42"
"","psychophysics","71","420847","0.0-71.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666658333333302","500","250","eb","43","0","0","27","1","41"
"","psychophysics","72","426517","0.0-72.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5667",""," ","key"," ","16.66671976401192","500","250","eb","39","0","0","28","1","32"
"","psychophysics","73","430444","0.0-73.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3925",""," ","key"," ","16.66633333333342","500","250","eb","46","0","0","43","1","42"
"","psychophysics","74","436155","0.0-74.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5708",""," ","key"," ","16.66688011695899","500","250","eb","39","0","0","39","1","34"
"","psychophysics","75","441077","0.0-75.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4919",""," ","key"," ","16.66679591836735","500","250","eb","27","0","0","40","1","24"
"","psychophysics","76","446409","0.0-76.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5330",""," ","key"," ","16.66670532915362","500","250","eb","43","0","0","52","1","37"
"","psychophysics","77","452990","0.0-77.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6578",""," ","key"," ","16.666614213197988","500","250","eb","32","0","0","53","1","27"
"","psychophysics","78","453960","0.0-78.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","968",""," ","key"," ","16.666877192982245","500","250","inst","","","","","",""
"","psychophysics","79","460696","0.0-79.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6733",""," ","key"," ","16.666736972704733","500","250","instPog0","160","0","0","190","1","160"
"","psychophysics","80","471383","0.0-80.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","10685",""," ","key"," ","16.666692667706673","500","250","instPog1","170","0","0","190","1","160"
"","psychophysics","81","491281","0.0-81.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","19896",""," ","key"," ","16.66666974015088","500","250","instPog2","176","0","0","160","1","160"
"","psychophysics","82","492026","0.0-82.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","744",""," ","key"," ","16.666860465117363","500","250","inst","","","","","",""
"","psychophysics","83","498728","0.0-83.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6700",""," ","key"," ","16.666855361596117","500","250","pog","153","0","0","209","1","129"
"","psychophysics","84","505811","0.0-84.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7080",""," ","key"," ","16.66652122641519","500","250","pog","142","0","0","138","1","123"
"","psychophysics","85","511789","0.0-85.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5976",""," ","key"," ","16.6668687150838","500","250","pog","151","0","0","197","1","132"
"","psychophysics","86","519793","0.0-86.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666503131524017","500","250","pog","178","0","0","134","1","163"
"","psychophysics","87","523847","0.0-87.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4053",""," ","key"," ","16.66699588477373","500","250","pog","181","0","0","103","1","163"
"","psychophysics","88","528966","0.0-88.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5117",""," ","key"," ","16.666660130719023","500","250","pog","200","0","0","118","1","184"
"","psychophysics","89","536624","0.0-89.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","7657",""," ","key"," ","16.666524017467335","500","250","pog","202","0","0","170","1","196"
"","psychophysics","90","542247","0.0-90.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5621",""," ","key"," ","16.66648664688436","500","250","pog","166","0","0","202","1","135"
"","psychophysics","91","550250","0.0-91.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.66674112734878","500","250","pog","144","0","0","110","1","124"
"","psychophysics","92","556152","0.0-92.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5899",""," ","key"," ","16.666898016996942","500","250","pog","165","0","0","185","1","152"
"","psychophysics","93","559835","0.0-93.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3682",""," ","key"," ","16.666668181818252","500","250","pog","182","0","0","166","1","166"
"","psychophysics","94","563219","0.0-94.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3382",""," ","key"," ","16.66620297029748","500","250","pog","203","0","0","205","1","181"
"","psychophysics","95","568329","0.0-95.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5108",""," ","key"," ","16.666445901639165","500","250","pog","175","0","0","205","1","155"
"","psychophysics","96","576331","0.0-96.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","null","","null","key","null","16.666760416666754","500","250","pog","129","0","0","117","1","124"
"","psychophysics","97","581109","0.0-97.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4776",""," ","key"," ","16.666533333333536","500","250","pog","172","0","0","212","1","157"
"","psychophysics","98","585234","0.0-98.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4123",""," ","key"," ","16.667129554656174","500","250","inst","","","","","",""
"","psychophysics","99","591532","0.0-99.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","6297",""," ","key"," ","16.666647214854112","500","250","instPz0","55","","","50","2","50"
"","psychophysics","100","597176","0.0-100.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5642",""," ","key"," ","16.666459940653017","500","250","instPz1","45","","","25","2","50"
"","psychophysics","101","601834","0.0-101.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","4657",""," ","key"," ","16.666967741935597","500","250","instPz2","23","","","15","2","25"
"","psychophysics","102","611294","0.0-102.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","9457",""," ","key"," ","16.66662720848054","500","250","instPz3","33","","","25","2","50"
"","psychophysics","103","616516","0.0-103.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","5220",""," ","key"," ","16.666498402555728","500","250","instPz4","21","","","15","2","30"
"","psychophysics","104","617671","0.0-104.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","1152",""," ","key"," ","16.666852941176757","500","250","inst","","","","","",""
"","psychophysics","105","621289","0.0-105.0","5f79809ea692be01b666c74a","64cab2dfa779223b1c08e8cd","","","","","3615",""," ","key"," ","16.66701851851852","500","250","pz","18","","","21","2","21"
